,bhk,area,region,price_in_cr
63793,4,1752,Juhu,10.51
63794,4,3200,Juhu,19.2
63802,4,4200,Bandra West,20.0
63803,4,4200,Bandra West,20.0
63804,4,4200,Bandra West,20.0
63806,3,1212,Sion,2.5
63810,2,898,Sion,2.15
63815,3,1400,Wadala,3.6
63816,4,5040,Bandra West,15.25
63817,4,5040,Bandra West,15.5
63818,3,1494,Malad East,3.5
63819,2,898,Sion,2.15
63821,1,399,Andheri East,0.9971
63822,2,739,Ghatkopar East,1.55
63824,2,740,Ghatkopar East,2.45
63828,2,750,Ghatkopar East,1.79
63847,2,1000,Parel,4.3
63848,2,946,Ghatkopar East,2.2
63849,3,1212,Sion,2.45
63850,1,391,Ghatkopar East,1.2
63852,4,5040,Bandra West,20.0
63854,2,622,Ghatkopar East,1.25
63858,2,740,Ghatkopar East,2.31
63865,1,508,Vikhroli,1.05
63883,2,961,Matunga,3.2
64038,3,1212,Ville Parle East,4.14
64039,3,1508,Juhu,7.0
64040,1,508,Vikhroli,1.05
64047,1,459,Ghatkopar East,1.0
64048,2,741,Ghatkopar East,2.25
64049,2,626,Ghatkopar East,1.62
64051,2,633,Chembur,1.5
64052,2,633,Chembur,1.5
64053,2,663,Chembur,1.85
64056,4,1344,Juhu,7.38
64083,3,2000,Bandra West,15.0
64090,3,1140,other,4.75
64091,4,2400,Bandra East,13.5
64092,3,1560,Bandra East,8.0
64093,2,916,Kurla,2.11
64141,3,1050,Sion,2.19
64152,3,1400,Thane West,3.0
64157,4,5000,Thane West,12.0
64163,3,2125,Thane West,4.25
64165,3,2050,Thane West,4.15
64173,4,3500,Thane West,7.0
64179,3,3280,Thane West,7.0
64192,4,2645,Thane West,6.0
64193,5,6500,Thane West,15.0
64205,2,845,Borivali West,1.9
64206,3,1254,Borivali West,3.25
64207,3,1166,Borivali West,3.1
64210,2,1036,Borivali East,2.2
64211,3,1253,Borivali East,2.77
64214,1,565,Borivali East,1.14
64215,1,543,Borivali East,1.1
64216,2,1002,Powai,3.99
64217,2,990,Powai,3.25
64218,1,492,Powai,1.43
64219,2,964,Malad West,1.95
64253,4,2650,Thane West,5.3
64292,3,1350,Chembur,3.65
64293,3,1700,Chembur,4.61
64298,3,1200,Chembur,2.55
64299,4,1400,Chembur,3.9
64304,4,2100,Thane West,4.25
64309,6,3200,Chembur,9.6
64311,3,950,Chembur,2.33
64312,2,950,Chembur,2.05
64313,3,1300,Chembur,3.12
64314,2,880,Chembur,2.0
64318,1,750,Ghatkopar East,1.5
64334,4,2650,Thane West,5.3
64398,4,2645,Thane West,5.35
64399,4,2645,Thane West,5.35
64420,3,1600,Thane West,16.5
64497,4,2036,Thane West,4.5
64498,4,2036,Thane West,4.5
64501,4,2650,Thane West,5.3
64526,4,2650,Thane West,5.3
64591,3,1650,Thane West,19.0
64715,3,1350,Thane West,2.75
64735,4,2650,Thane West,5.3
64736,4,2650,Thane West,5.3
64844,4,2100,Thane West,4.25
64858,4,2645,Thane West,5.75
64880,4,2650,Thane West,5.3
64932,4,2650,Thane West,5.35
65036,4,2650,Thane West,5.3
65363,4,2650,Thane West,5.35
65481,4,2650,Thane West,5.75
65489,4,2650,Thane West,5.75
65510,4,2650,Thane West,5.3
65565,3,3280,Thane West,7.0
65569,3,3280,Thane West,7.0
65606,4,2650,Thane West,5.3
65609,4,2650,Thane West,5.3
65644,4,2100,Thane West,4.25
65704,4,3540,Ghatkopar East,7.41
65874,3,1250,Chembur,2.61
65893,4,3500,Thane West,7.0
65906,3,2050,Thane West,4.15
65910,3,1400,Thane West,3.0
65911,4,5000,Thane West,12.0
65912,3,2125,Thane West,4.25
65915,4,2200,Kandivali West,4.6
65916,2,933,Kandivali West,2.15
65917,2,906,Kandivali West,2.0
65918,3,1097,Kandivali West,3.0
65919,2,933,Kandivali West,2.2
65920,2,1049,Borivali West,2.7
65921,3,1203,Borivali West,2.9
65922,3,1900,other,4.6
65923,2,880,Borivali West,2.15
65924,3,1600,Borivali West,3.33
65925,4,2000,Borivali West,4.25
65926,3,1166,Borivali West,3.11
65929,1,600,Mulund West,1.25
65935,1,330,Borivali East,0.66
65956,1,585,Powai,1.19
65991,4,2645,Thane West,5.35
66012,4,2645,Thane West,5.35
66019,4,2036,Thane West,4.5
66020,4,2650,Thane West,5.35
66021,4,2650,Thane West,5.3
66034,4,2036,Thane West,4.5
66035,4,2650,Thane West,5.35
66079,4,2036,Thane West,4.5
66087,2,1075,Chembur,2.56
66097,3,973,Malad West,2.99
66098,2,710,Malad West,2.04
66099,3,1300,Ghatkopar East,3.0
66100,3,960,Kandivali East,2.48
66101,2,698,Kandivali East,1.71
66102,2,638,Jogeshwari East,1.71
66103,2,638,Jogeshwari East,1.71
66104,2,638,Jogeshwari East,1.71
66105,2,638,Jogeshwari East,1.71
66106,1,404,Jogeshwari East,1.08
66107,1,404,Jogeshwari East,1.08
66108,1,402,Jogeshwari East,1.07
66109,1,402,Jogeshwari East,1.07
66110,1,440,Jogeshwari East,1.17
66111,1,440,Jogeshwari East,1.17
66114,2,602,Jogeshwari East,1.61
66115,2,602,Jogeshwari East,1.61
66116,1,373,Jogeshwari East,0.8835
66117,1,373,Jogeshwari East,0.8835
66122,2,668,Mira Road East,1.35
66123,2,668,Mira Road East,1.35
66126,2,668,Mira Road East,1.35
66127,2,668,Mira Road East,1.35
66135,4,2030,Malad West,4.5
66138,3,1665,Borivali West,3.4
66140,3,1257,Kandivali West,2.65
66143,3,1650,Borivali West,4.25
66145,5,2400,Goregaon West,5.7
66148,1,548,Borivali West,1.3
66150,2,964,Ville Parle West,3.64
66151,2,1066,Ville Parle West,4.01
66156,2,751,Ville Parle East,2.83
66157,3,1340,Malad West,3.0
66158,2,962,Malad West,2.2
66167,3,1250,Bhandup West,2.6
66168,3,1000,Bhandup West,2.3
66169,2,900,Bhandup West,1.95
66170,2,800,Kanjurmarg,1.65
66178,2,780,Powai,2.57
66179,2,735,Powai,2.3
66180,3,1020,Powai,3.34
66181,3,1020,Powai,3.7
66182,2,806,Powai,2.5
66213,2,1290,Parel,4.7
66214,2,1290,Parel,4.7
66215,2,1288,Worli,5.3
66216,2,954,Lower Parel,3.3
66217,3,2632,Lower Parel,11.0
66218,3,3059,Lower Parel,12.0
66219,4,7500,Lower Parel,35.0
66221,2,882,Lower Parel,3.3
66222,2,958,Lower Parel,3.9
66223,3,1757,Lower Parel,6.6
66224,4,1670,Lower Parel,7.8
66336,1,380,Borivali East,0.8
66346,4,2500,Chembur,6.49
66347,3,1350,Chembur,3.09
66348,3,1350,other,2.85
66349,4,1750,Chembur,3.55
66350,3,1750,Chembur,5.75
66351,4,2000,Chembur,4.04
66355,3,1300,Chembur,2.65
66356,3,1350,Ghatkopar East,3.65
66357,1,675,Ghatkopar East,1.4
66366,3,1300,Mulund West,2.75
66367,2,1020,Bandra West,3.4
66368,4,1500,Mulund West,3.6
66369,2,600,Kanjurmarg,1.28
66370,3,1200,Ghatkopar East,2.41
66378,4,1700,Chembur,4.29
66379,3,1375,Wadala,4.67
66380,3,1600,Chembur,3.45
66381,2,825,Chembur,1.75
66382,3,1200,Chembur,2.64
66383,2,975,Chembur,2.07
66389,2,900,Ghatkopar East,1.8
66394,4,1700,Chembur,4.29
66395,3,1375,Wadala,4.67
66396,3,1600,Chembur,3.45
66397,2,825,Chembur,1.75
66398,3,1200,Chembur,2.64
66399,2,975,Chembur,2.07
66407,1,550,Malad West,1.27
66412,4,1986,Andheri West,6.5
66425,3,1367,Thane West,2.75
66428,3,2125,Thane West,4.25
66579,3,1295,Kandivali East,2.9
66580,2,854,Kandivali West,1.72
66587,2,672,Kandivali West,1.4
66596,3,1375,Malad East,2.75
66599,3,1692,Malad West,5.65
66600,1,611,Malad West,1.25
66611,2,1050,Goregaon West,2.25
66613,1,583,Borivali East,1.25
66616,3,1650,Borivali West,4.0
66617,4,2987,Borivali West,8.1
66627,3,1820,Goregaon East,5.75
66633,2,1028,Malad East,2.5
66634,5,2500,Goregaon West,7.75
66635,4,1872,Malad East,4.5
66638,3,1500,Malad East,3.3
66641,3,1250,Goregaon West,4.5
66642,2,1032,Kandivali West,2.3
66645,3,1620,Goregaon East,4.5
66648,2,858,Kandivali West,1.75
66650,3,1600,Borivali West,3.8
66656,3,1475,Kandivali East,3.25
66658,2,900,Goregaon West,2.9
66670,5,3900,Goregaon West,13.5
66672,3,1300,Kandivali East,2.7
66678,2,1095,Borivali West,2.4
66681,3,2700,Goregaon West,7.5
66684,2,820,Kandivali East,1.7
66687,1,383,Andheri West,0.85
66688,3,1175,Kandivali West,2.65
66690,2,839,Goregaon West,1.81
66693,3,1080,Wadala,2.65
66695,3,1400,Santacruz East,3.88
66696,3,1250,Ghatkopar West,2.71
66697,3,1300,Chembur,2.7
66704,3,1166,Borivali West,3.25
66705,3,1166,Borivali West,3.24
66708,4,3400,Andheri West,7.5
66710,4,7000,Juhu,20.0
66711,4,7000,Santacruz West,15.0
66713,4,3140,Matunga,6.5
66714,5,4013,Matunga,8.5
66717,3,1105,Ville Parle East,2.25
66724,3,1480,Chembur,3.0
66728,2,900,Kanjurmarg,2.0
66729,2,850,Kanjurmarg,1.85
66730,1,580,Chembur,1.3
66731,3,1400,Chembur,3.15
66732,2,900,Chembur,1.93
66736,3,1250,Kanjurmarg,3.0
66758,2,689,Ghansoli,1.6
66760,2,1000,Andheri West,2.7
66761,4,3697,Byculla,16.84
66762,3,2698,Byculla,12.37
66763,3,1950,Byculla,9.67
66764,3,1844,Byculla,8.73
66765,2,1413,Byculla,6.86
66766,3,1419,Byculla,6.65
66767,2,1015,Byculla,4.44
66768,3,1189,Byculla,5.62
66769,3,1073,Byculla,5.28
66770,2,993,Byculla,4.67
66771,3,1265,Vikhroli,2.85
66780,3,1459,Andheri West,4.48
66781,3,1315,Andheri West,4.4
66782,3,1459,Andheri West,4.45
66784,3,1478,Andheri West,7.88
66785,3,1174,Andheri West,5.42
66786,3,1179,Andheri West,5.54
66787,3,1181,Andheri West,5.57
66788,2,932,Andheri West,4.43
66789,3,1335,Andheri West,6.28
66790,3,1234,Andheri West,6.07
66791,4,1648,Andheri West,7.92
66792,3,1305,Andheri West,6.21
66793,4,1705,Andheri West,8.56
66794,3,1142,Andheri West,5.45
66795,3,1344,Andheri West,6.55
66796,3,1105,Andheri West,5.97
66797,3,1418,Andheri West,6.81
66798,3,1357,Andheri West,7.37
66799,3,1210,Andheri West,5.95
66800,2,894,Andheri West,4.26
66801,2,1560,Andheri West,3.58
66802,3,2420,Andheri West,5.56
66803,5,3835,Andheri West,8.82
66804,2,1625,Andheri West,3.73
66805,3,2275,Andheri West,5.23
66806,3,1695,Andheri West,3.89
66807,3,1760,Andheri West,4.04
66808,4,3105,Andheri West,7.14
66809,3,2095,Andheri West,4.81
66810,4,3200,Andheri West,7.36
66811,3,2190,Andheri West,5.03
66812,4,2755,Andheri West,6.33
66813,4,2480,Andheri West,5.7
66819,3,3280,Thane West,7.0
66824,4,2450,Thane West,4.99
66826,3,1146,Andheri East,2.5
66827,2,1118,Marine Lines,4.8
66828,3,1228,Marine Lines,6.0
66829,2,1017,Powai,2.38
66831,3,1566,Powai,3.78
66832,2,858,Powai,2.35
66833,3,1205,Powai,3.56
66834,2,865,Powai,2.04
66835,3,1245,Powai,3.2
66836,3,1677,Mahalaxmi,8.0
66837,4,2405,Mahalaxmi,12.5
66838,2,870,Byculla,3.89
66839,3,1622,Byculla,6.5
66840,2,1147,Byculla,4.25
66841,3,1618,Byculla,6.25
66842,2,887,Andheri East,1.8
66844,2,878,Ville Parle West,2.0
66845,2,838,Girgaon,1.8
66848,3,1236,Ville Parle East,2.5
66851,2,946,Ville Parle East,2.0
66857,2,656,Girgaon,1.5
66859,2,826,Ville Parle East,1.8
66860,1,430,Byculla,1.0
66862,2,1015,Marine Lines,2.25
66868,2,903,Byculla,2.0
66872,2,881,Dadar East,2.0
66877,2,895,Mazagaon,2.0
66879,1,687,Dadar East,1.45
66881,2,912,Dadar East,1.92
66886,2,915,Ville Parle East,2.0
66889,2,993,Matunga,2.0
66895,3,950,Andheri West,2.0
66896,2,847,Ville Parle East,1.8
66898,2,807,Girgaon,1.7
66899,2,826,Agripada,1.7
66902,5,4800,other,20.0
66903,1,672,Ville Parle East,1.35
66904,4,5500,Napeansea Road,25.0
66905,2,1093,Ville Parle East,2.25
66906,1,685,Tardeo,1.5
66907,2,790,Ville Parle East,1.7
66908,2,993,Dadar West,2.25
66924,2,1055,Agripada,2.25
66932,2,1019,Worli,2.25
66954,2,969,Matunga,2.0
66962,3,1094,Santacruz East,2.25
66970,3,1108,Santacruz East,2.25
66972,2,819,Mazagaon,1.8
66975,3,910,Mazagaon,2.0
66985,2,760,Andheri West,1.7
66986,3,1222,Khar,2.5
66993,2,833,Santacruz East,1.7
66995,2,751,Ville Parle East,1.7
66998,2,887,Sewri,1.8
67006,2,813,Matunga,1.7
67009,2,834,Ville Parle East,1.8
67012,3,976,Girgaon,2.0
67014,2,978,Ville Parle East,2.0
67024,3,1400,Thane West,3.0
67025,3,2050,Thane West,4.15
67042,4,2645,Thane West,6.0
67061,3,1550,Andheri West,4.0
67063,3,1550,Andheri West,3.49
67064,2,946,Andheri West,2.49
67080,4,5893,Napeansea Road,25.0
67087,2,795,Girgaon,1.7
67102,3,1202,Kandivali East,2.8
67106,2,1011,Andheri East,2.34
67107,3,1461,Andheri East,3.2
67108,2,1066,Goregaon West,2.8
67109,2,1105,Goregaon West,2.85
67110,2,986,Goregaon West,2.45
67111,3,1342,Goregaon West,3.35
67112,2,926,Goregaon West,2.0
67113,3,1297,Goregaon West,2.8
67114,2,962,Malad West,1.95
67125,3,2800,Worli,9.0
67126,4,1912,Worli,7.5
67133,4,2645,Thane West,5.75
67234,1,361,Jogeshwari West,0.8
67235,3,1091,Jogeshwari West,3.0
67236,3,1217,Jogeshwari West,3.6
67246,4,5000,Thane West,12.0
67247,2,1180,Wadala,3.15
67255,4,2415,Thane West,4.85
67259,3,1246,Powai,3.95
67260,3,1246,Powai,3.95
67261,2,622,Powai,2.05
67262,2,622,Powai,2.05
67263,3,1246,Powai,3.95
67264,3,1246,Powai,3.95
67265,2,622,Powai,2.05
67266,2,622,Powai,2.05
67267,2,627,Powai,2.1
67268,2,627,Powai,2.1
67269,3,1004,Powai,3.19
67270,3,1004,Powai,3.19
67271,2,903,Andheri East,2.75
67272,2,903,Andheri East,2.75
67273,2,903,Andheri East,2.75
67274,2,903,Andheri East,2.75
67275,2,655,Andheri East,1.95
67276,2,655,Andheri East,1.95
67277,1,483,Andheri East,1.4
67278,1,483,Andheri East,1.4
67279,1,518,Andheri East,1.5
67280,1,518,Andheri East,1.5
67281,2,720,Andheri East,2.2
67282,3,1113,Andheri East,2.6
67283,3,1113,Andheri East,2.6
67284,1,536,Andheri East,1.19
67285,1,536,Andheri East,1.19
67286,1,430,Andheri East,0.99
67287,3,1113,Andheri East,2.6
67288,2,617,Andheri East,1.5
67289,1,536,Andheri East,1.19
67290,1,430,Andheri East,0.99
67291,2,617,Andheri East,1.5
67292,2,685,Andheri West,2.24
67293,3,1236,Andheri West,4.04
67294,2,645,Powai,1.7
67295,1,422,Powai,0.93
67296,2,685,Andheri East,1.65
67297,2,685,Andheri East,1.65
67300,2,685,Andheri East,1.65
67301,2,685,Andheri East,1.65
67308,3,1540,Andheri West,3.7
67309,5,3700,Andheri West,12.97
67310,2,1100,Andheri West,3.3
67311,3,1850,Andheri West,5.5
67312,4,1790,Santacruz East,3.9
67331,3,1400,other,5.85
67332,3,1700,other,7.6
67341,1,600,Kanjurmarg,1.25
67342,3,950,Kanjurmarg,2.2
67343,2,973,Kanjurmarg,2.05
67345,1,530,Chembur,1.1
67346,2,950,Chembur,2.0
67373,2,915,Dahisar,2.0
67374,3,1618,Byculla,6.25
67375,2,1147,Byculla,4.25
67376,3,1750,Byculla,6.5
67377,2,890,Byculla,3.89
67378,4,2405,Mahalaxmi,12.5
67379,1,450,Mazagaon,1.5
67380,2,682,Vikhroli,1.69
67432,3,2050,Thane West,4.15
67438,4,5000,Thane West,12.0
67440,3,1400,Thane West,3.0
67441,3,2125,Thane West,4.25
67448,5,6500,Thane West,15.0
67468,2,623,Mulund West,1.82
67469,2,623,Mulund West,1.82
67470,3,975,Mulund West,2.59
67471,3,975,Mulund West,2.59
67472,2,753,Mulund West,2.09
67473,2,753,Mulund West,2.09
67474,1,570,Lower Parel,1.7
67475,1,410,Parel,1.2
67476,1,370,Andheri West,0.85
67477,2,756,Parel,2.25
67479,2,750,Sion,1.5
67480,2,710,Parel,1.95
67481,1,510,Tardeo,1.64
67482,1,530,Sewri,1.6
67483,2,750,Lower Parel,2.3
67484,2,770,Parel,2.4
67485,2,950,Parel,1.96
67486,1,530,Parel,1.48
67487,1,475,Parel,1.52
67488,2,1290,Parel,3.1
67489,1,490,Parel,1.35
67490,1,476,Tardeo,1.43
67491,1,475,Borivali West,1.28
67492,2,1290,Parel,3.25
67498,3,1400,Thane West,3.0
67503,4,5600,Thane West,12.0
67507,3,2016,Thane West,4.15
67510,2,859,Kanjurmarg,1.75
67513,1,311,Borivali West,0.72
67522,3,2000,Bandra West,4.75
67525,3,1750,Mulund West,3.5
67528,2,982,Kurla,2.25
67532,2,1013,Kanjurmarg,2.4
67537,2,915,Andheri West,2.25
67538,1,350,Mahim,1.2
67542,3,1815,Nerul,4.1
67548,2,859,Chembur,2.3
67563,2,1100,Mazagaon,2.65
67571,1,425,Chembur,0.892
67586,3,1800,Andheri West,3.6
67589,3,1208,Vikhroli,6.0
67592,3,1750,Andheri West,6.5
67597,3,2115,Parel,5.25
67601,2,999,Jogeshwari West,2.5
67606,2,858,Santacruz East,3.0
67607,2,1012,Kanjurmarg,2.1
67625,1,527,other,1.1
67626,3,2300,Worli,8.5
67627,1,500,Dadar West,2.25
67629,1,431,Dahisar,0.97
67633,1,500,Ville Parle West,1.55
67649,2,1200,Andheri West,3.0
67650,2,1029,Santacruz West,4.5
67654,2,1000,Mulund West,2.24
67664,2,1000,Mulund West,2.24
67668,2,1200,Andheri West,3.0
67669,2,1029,Santacruz West,4.5
67688,3,1075,Ghatkopar West,2.2
67692,4,1650,Ghatkopar East,4.37
67698,3,1350,Deonar,3.25
67699,3,1200,Chembur,2.92
67700,1,600,Chembur,1.42
67704,2,947,Andheri West,2.18
67705,2,962,Andheri West,2.54
67706,2,962,Andheri West,2.62
67707,2,947,Andheri West,2.21
67708,2,962,Andheri West,2.62
67709,2,962,Andheri West,2.54
67710,4,3675,Andheri West,16.0
67711,4,2400,Andheri West,7.25
67726,2,965,Andheri West,2.2
67727,2,838,Goregaon West,1.95
67728,3,1172,Goregaon West,2.57
67729,3,1780,other,4.7
67730,3,1099,Andheri West,2.47
67744,1,504,Mulund West,1.2
67753,2,675,Parel,2.3
67754,2,990,Parel,2.5
67755,2,1050,Parel,3.1
67768,4,2650,Thane West,5.3
67769,4,2650,Thane West,5.3
67779,4,2650,Thane West,5.3
67780,4,2650,Thane West,5.3
67796,4,2650,Thane West,5.3
67824,5,6500,Thane West,15.0
67837,4,2645,Thane West,6.0
67841,4,2036,Thane West,4.5
67842,4,2036,Thane West,4.5
67843,4,2650,Thane West,5.3
67851,3,1535,Borivali West,3.72
67852,3,1216,Borivali West,2.95
67873,2,800,Ghatkopar East,1.71
67881,2,950,Malad West,1.9
67882,3,1400,Malad West,3.5
67885,4,2300,Malad West,6.05
67903,2,838,Andheri East,1.75
67906,2,631,Mira Road East,1.28
67923,1,600,Jogeshwari West,1.25
67924,1,600,Jogeshwari West,1.25
67930,2,934,Kandivali East,2.02
67934,4,1470,Kandivali East,5.6
67939,2,600,Ghatkopar East,1.4
67941,1,410,Lower Parel,1.6
67952,2,1150,Malad East,2.65
67960,2,747,Borivali East,1.83
67961,2,781,Borivali East,1.75
67966,2,1150,Malad East,2.65
67977,2,781,Borivali East,2.35
67981,3,1677,Mahalaxmi,8.0
67982,3,1098,Dadar West,8.0
67983,4,2594,Dadar West,12.0
67984,3,1228,Marine Lines,6.0
67986,2,1124,Marine Lines,4.8
67987,3,1262,Ville Parle West,6.0
67988,3,1416,Worli,7.0
67989,2,845,Girgaon,2.5
67990,3,1471,Mahim,7.5
67991,1,450,Girgaon,1.5
67992,1,900,Bhayandar East,1.8
68000,2,900,Borivali West,1.8
68007,3,1453,Andheri West,4.15
68008,2,1123,Andheri West,3.0
68009,2,1042,Andheri West,2.8
68012,3,994,Andheri West,2.79
68013,2,1042,Andheri West,3.25
68014,1,509,Andheri West,1.42
68016,3,1453,Andheri West,4.6
68019,1,627,Andheri West,1.45
68020,2,920,Andheri West,2.08
68025,2,948,Andheri West,2.6
68026,2,864,Andheri West,2.49
68027,3,1231,Andheri West,3.68
68028,3,1217,Jogeshwari West,3.35
68124,4,2036,Thane West,4.5
68131,2,1066,Sewri,2.25
68132,4,2080,Byculla,5.0
68133,3,1816,Bandra Kurla Complex,4.5
68137,8,6650,Napeansea Road,30.0
68140,2,843,Dadar West,1.8
68142,5,9000,Bandra Kurla Complex,30.0
68147,3,1320,Marine Lines,4.0
68148,5,8500,Bandra West,30.0
68149,3,1358,Wadala,3.0
68150,3,1605,Bandra East,4.5
68153,2,1183,Borivali West,2.87
68154,2,955,Borivali West,2.31
68168,1,530,Mulund West,1.08
68169,3,1150,Mulund West,3.1
68171,3,1100,Kanjurmarg,2.5
68174,1,425,Bandra West,2.0
68196,2,1040,Byculla,2.25
68197,4,1632,Sanpada,3.5
68199,2,963,Dadar East,2.0
68202,1,592,Dadar West,1.25
68203,2,1093,Sewri,2.5
68204,9,6000,other,30.0
68206,3,1246,Powai,2.5
68210,3,1627,Dadar East,4.0
68211,3,1290,Santacruz West,3.0
68212,3,1684,Santacruz West,3.5
68213,2,1449,Worli,3.0
68214,3,2241,Worli,5.0
68215,4,2700,Worli,5.5
68219,3,1648,Lower Parel,3.75
68223,3,1513,Bandra East,4.0
68224,3,1513,Bandra East,3.5
68228,3,1686,Lower Parel,5.0
68237,3,1586,Lower Parel,3.5
68238,4,1940,Lower Parel,4.5
68239,3,1424,Bandra East,4.0
68240,3,1580,Mahalaxmi,4.0
68242,4,2679,Vikhroli,5.5
68244,2,829,Santacruz East,1.7
68245,2,794,Dadar West,1.7
68247,2,993,Byculla,2.25
68251,2,887,Khar,2.0
68260,3,1344,Ville Parle East,3.0
68261,2,1413,Byculla,4.0
68262,3,1089,Khar,3.0
68264,3,1315,Byculla,4.0
68265,3,1435,Matunga,4.0
68266,3,1599,Ville Parle East,3.5
68267,2,1219,Dadar West,3.0
68268,3,1470,Dadar West,4.0
68269,3,1586,Girgaon,5.0
68273,3,1354,Parel,3.25
68275,2,1196,Lower Parel,3.08
68276,3,1839,Lower Parel,4.73
68280,3,2067,Bandra East,5.0
68281,3,1885,Mahalaxmi,4.5
68282,4,3328,Bandra West,18.0
68284,4,1654,Khar,5.0
68285,4,1803,Matunga,4.5
68286,4,2223,Juhu,6.5
68295,2,1353,Ville Parle East,3.0
68296,2,1123,Khar,3.0
68297,2,1032,Mahim,3.0
68299,2,1090,Matunga,3.0
68301,2,1170,Juhu,3.0
68302,3,1437,Santacruz West,3.0
68303,3,1294,Khar,4.0
68304,2,1059,Matunga,2.5
68305,3,1654,Sion,4.0
68306,4,1735,Sion,4.5
68312,2,1360,Parel,3.5
68313,3,1560,Parel,4.0
68316,4,1882,Lower Parel,5.0
68322,3,1816,Vikhroli,3.72
68328,3,1576,Wadala,3.5
68329,1,738,Girgaon,1.5
68330,8,10000,Worli,30.0
68331,4,3313,Napeansea Road,15.0
68345,3,978,Andheri East,2.0
68347,2,972,Lower Parel,2.25
68349,3,1294,Khar,4.0
68350,3,1428,Matunga,4.0
68352,3,1450,Mahim,3.0
68354,4,1883,Ville Parle East,4.0
68355,3,1328,Ville Parle West,3.0
68356,4,1695,Santacruz East,3.5
68357,2,949,Bandra West,3.0
68359,3,1251,Matunga,3.0
68360,1,967,Tardeo,2.5
68361,3,1323,Agripada,3.0
68362,2,1114,Matunga,3.0
68363,3,1400,Matunga,4.0
68365,2,1157,Byculla,3.0
68368,1,423,Napeansea Road,1.25
68374,3,1040,Dadar West,2.25
68377,1,617,Bandra West,1.25
68379,2,976,Ville Parle West,2.0
68384,5,5911,Bandra West,30.0
68395,2,1500,Dadar West,3.0
68396,2,1578,Byculla,4.0
68397,3,2208,Byculla,5.0
68398,3,1459,Juhu,4.5
68403,1,712,Byculla,1.5
68405,2,826,Dadar West,1.7
68406,2,1067,Ville Parle East,2.25
68410,1,754,Bandra Kurla Complex,1.63
68433,2,1341,Matunga,3.0
68443,2,889,Girgaon,2.5
68444,2,1695,Matunga,3.5
68445,2,994,Khar,3.0
68447,3,1100,Santacruz West,3.0
68448,3,1401,Ghatkopar East,3.0
68449,3,1774,Matunga,4.5
68451,2,1552,Bandra Kurla Complex,3.35
68452,3,1479,Dadar East,4.0
68453,3,1253,Dadar East,3.0
68462,2,855,Mazagaon,2.0
68463,2,649,Santacruz West,1.5
68466,2,884,Girgaon,2.0
68468,2,860,Ville Parle East,1.8
68474,5,3599,Bandra West,11.25
68475,4,2275,Bandra West,6.0
68477,2,1475,Bandra West,5.0
68478,4,3143,Bandra West,12.0
68485,2,864,Powai,1.8
68489,3,1779,Andheri West,4.0
68491,2,1158,Mahim,3.0
68492,3,1745,Ville Parle East,4.0
68497,7,10000,Worli,22.0
68519,3,1427,Khar,4.0
68521,2,1024,Bandra West,3.0
68522,2,1192,Sion,2.5
68528,1,466,Khar,1.0
68532,4,4839,Worli,15.0
68533,6,10000,Tardeo,25.0
68534,6,6000,other,25.0
68535,6,5000,Napeansea Road,20.0
68536,6,8500,other,30.0
68537,6,6506,Worli,15.0
68538,10,16000,Worli,40.0
68539,10,16000,Bandra Kurla Complex,50.0
68540,3,1453,Andheri West,4.6
68541,2,1042,Andheri West,3.25
68554,2,1141,Ghatkopar East,2.82
68559,1,612,Ghatkopar East,1.48
68560,2,901,Ghatkopar West,2.45
68561,2,802,Ghatkopar East,1.99
68562,1,612,Ghatkopar East,1.5
68565,4,1900,Nahur East,4.5
68570,1,579,Borivali West,1.2
68579,3,1500,Andheri West,3.6
68580,3,936,Andheri West,2.15
68587,2,950,Powai,1.9
68597,2,1209,Ville Parle East,3.0
68599,3,2500,other,9.0
68606,5,9000,Bandra West,30.0
68607,5,4563,Lower Parel,12.0
68610,2,1142,Juhu,3.0
68611,2,770,Ville Parle West,1.75
68612,3,1381,Bandra West,4.0
68613,2,757,Ville Parle East,1.8
68616,2,1098,Matunga,3.0
68619,3,2097,Parel,4.5
68625,2,845,Girgaon,2.0
68627,3,1686,Lower Parel,4.5
68632,3,1454,Andheri West,3.0
68657,2,875,Bhandup West,1.75
68660,2,900,Kanjurmarg,2.0
68663,3,1350,Kandivali East,3.0
68666,2,969,Matunga,2.0
68674,3,1404,Khar,4.0
68678,3,1238,Santacruz East,2.5
68680,1,872,Juhu,2.0
68687,3,1170,Andheri West,2.5
68697,3,1566,Powai,3.78
68703,2,962,Andheri West,2.59
