,bhk,area,region,price_in_cr
12780,2,769,Dadar East,3.53
12781,2,769,Dadar East,3.53
12782,2,767,Dadar East,3.52
12783,2,767,Dadar East,3.52
12784,2,769,Dadar East,3.53
12785,2,769,Dadar East,3.53
12786,2,767,Dadar East,3.52
12787,2,767,Dadar East,3.52
12788,3,1138,Dadar East,5.23
12789,3,1138,Dadar East,5.23
12790,3,1699,Byculla,8.83
12791,3,1699,Byculla,8.83
12792,2,1158,Byculla,6.02
12793,2,1158,Byculla,6.02
12794,3,1699,Byculla,8.83
12795,3,1699,Byculla,8.83
12796,2,1158,Byculla,6.02
12797,2,1158,Byculla,6.02
12798,3,1485,Byculla,7.72
12799,3,1485,Byculla,7.72
12800,3,1140,Byculla,4.64
12801,3,1140,Byculla,4.64
12802,3,1140,Byculla,4.64
12803,3,1140,Byculla,4.64
12804,2,851,Byculla,3.98
12805,2,851,Byculla,3.98
12806,3,1699,Byculla,7.36
12807,3,1699,Byculla,7.36
12808,2,1158,Byculla,5.23
12809,2,1158,Byculla,5.23
12810,3,1354,Byculla,5.52
12811,3,1354,Byculla,5.52
12812,2,1214,Byculla,5.49
12813,2,1214,Byculla,5.49
12814,2,958,Byculla,4.49
12815,2,958,Byculla,4.49
12816,3,1485,Byculla,6.43
12817,3,1485,Byculla,6.43
12818,2,815,Borivali West,2.6
12819,2,815,Borivali West,2.6
12820,2,713,Borivali West,2.28
12821,2,713,Borivali West,2.28
12822,2,815,Borivali West,2.6
12823,2,815,Borivali West,2.6
12824,2,713,Borivali West,2.28
12825,2,713,Borivali West,2.28
12826,2,624,Borivali West,2.5
12827,2,624,Borivali West,2.5
12828,2,624,Borivali West,2.5
12829,2,624,Borivali West,2.5
12834,2,615,Malad West,1.44
12835,2,615,Malad West,1.44
12840,2,645,Goregaon West,1.8
12841,2,645,Goregaon West,1.8
12842,2,645,Goregaon West,1.8
12843,2,645,Goregaon West,1.8
12844,2,691,Goregaon West,1.93
12845,2,691,Goregaon West,1.93
12846,1,4252,Malad West,10.41
12847,1,4252,Malad West,10.41
12848,1,4252,Malad West,10.41
12849,1,4252,Malad West,10.41
12850,1,4650,Malad West,11.39
12851,1,4650,Malad West,11.39
12852,2,7632,Malad West,18.69
12853,2,7632,Malad West,18.69
12854,2,7244,Malad West,17.74
12855,2,7244,Malad West,17.74
12856,1,2637,Malad West,6.46
12857,1,2637,Malad West,6.46
12858,1,4930,Malad West,12.07
12859,1,4930,Malad West,12.07
12860,2,7492,Malad West,18.35
12861,2,7492,Malad West,18.35
12862,3,1238,Goregaon West,3.53
12863,3,1238,Goregaon West,3.53
12864,3,1181,Goregaon West,3.35
12865,3,1181,Goregaon West,3.35
12866,3,1238,Goregaon West,3.53
12867,3,1238,Goregaon West,3.53
12868,3,1181,Goregaon West,3.35
12869,3,1181,Goregaon West,3.35
12870,3,1174,Goregaon West,3.35
12871,3,1174,Goregaon West,3.35
12872,4,1510,Goregaon West,4.27
12873,4,1510,Goregaon West,4.27
12874,2,640,Andheri West,2.04
12875,2,640,Andheri West,2.04
12876,2,640,Andheri West,2.04
12877,2,640,Andheri West,2.04
12880,2,650,Kurla,1.54
12882,1,600,Santacruz East,1.55
12895,4,1500,Kharghar,4.39
12906,3,1450,Powai,4.95
12907,2,1150,Deonar,2.7
12910,1,600,Kandivali East,1.3
12915,3,2500,Chembur,6.9
12921,2,730,Vikhroli,1.53
12929,4,2550,Bhandup West,5.5
12931,3,1100,Mulund West,2.25
12935,4,2550,Bhandup West,5.5
12937,3,1100,Mulund West,2.25
12941,3,1350,Mulund West,3.9
12942,2,1100,Nahur East,2.3
12965,3,1255,Thane West,2.9
12976,2,819,Ghatkopar East,1.8
12977,2,715,Ghatkopar East,1.55
12978,1,520,Ghatkopar East,1.1
12993,2,664,Santacruz East,1.94
12994,2,655,Santacruz East,1.91
12995,1,460,Santacruz East,1.25
12996,1,449,Santacruz East,1.22
12997,2,676,Santacruz East,1.97
12998,2,650,Santacruz East,1.88
12999,3,1340,Thane West,2.95
13000,5,2500,Thane West,8.0
13002,4,3100,Thane West,6.2
13003,5,4000,Thane West,8.0
13004,4,3500,Thane West,7.5
13013,3,1300,Bandra West,5.5
13014,2,680,Andheri West,1.4
13027,3,1200,Deonar,3.2
13028,4,1850,Chembur,4.65
13029,3,1300,Chembur,3.98
13049,3,1400,Andheri West,4.5
13050,3,1400,Andheri West,3.65
13051,1,475,Andheri West,1.0
13052,1,472,Andheri West,0.95
13053,2,865,Andheri West,2.5
13054,3,1450,Andheri West,3.8
13055,3,1550,Andheri West,4.75
13056,2,725,Andheri West,1.7
13057,3,1550,Byculla,6.91
13058,3,2000,Byculla,7.6
13059,3,1450,Andheri West,4.51
13071,3,1150,Mulund West,2.3
13092,2,721,Chembur,1.62
13093,2,721,Chembur,1.62
13094,2,645,Chembur,1.45
13095,2,645,Chembur,1.45
13096,2,668,Chembur,1.5
13097,2,668,Chembur,1.5
13098,3,1840,Dadar East,7.22
13099,3,1840,Dadar East,7.22
13100,4,1943,Dadar East,7.99
13101,4,1943,Dadar East,7.99
13102,3,1840,Dadar East,7.22
13103,3,1840,Dadar East,7.22
13104,4,1943,Dadar East,7.99
13105,4,1943,Dadar East,7.99
13106,3,1525,Dadar East,5.99
13107,3,1525,Dadar East,5.99
13108,4,2345,Dadar East,9.64
13109,4,2345,Dadar East,9.64
13133,1,1000,Kandivali West,2.16
13138,3,1175,Vikhroli,5.0
13139,2,880,Vikhroli,3.1
13148,2,1100,Jogeshwari West,2.26
13150,3,2126,Andheri West,5.1
13151,1,500,Andheri West,1.05
13152,2,1100,Andheri West,2.45
13153,2,850,Andheri West,1.75
13154,3,1650,Andheri West,4.15
13156,2,1100,Jogeshwari West,2.2
13157,3,1250,Jogeshwari West,3.0
13158,3,1400,Andheri West,3.6
13159,2,1100,Jogeshwari West,2.26
13161,3,2126,Andheri West,5.1
13162,1,500,Andheri West,1.05
13163,2,1100,Andheri West,2.45
13175,2,1287,Mahalaxmi,4.52
13188,1,640,Vikhroli,1.73
13202,2,1000,Mulund West,2.15
13204,3,1400,Mulund West,2.9
13209,3,1100,Mulund West,2.4
13210,2,800,Mulund West,1.6
13211,3,1350,Mulund West,3.0
13213,2,755,Mulund West,1.55
13215,3,1300,Mulund West,2.85
13217,2,850,Mulund West,1.8
13225,2,1040,Khar,3.75
13228,2,850,Santacruz East,2.5
13232,2,600,Vikhroli,1.4
13247,2,600,Vikhroli,1.4
13249,1,500,Ghatkopar East,1.15
13250,3,1320,Mulund West,2.8
13254,3,1120,Chembur,2.75
13255,3,1120,Chembur,2.75
13256,2,800,Andheri West,1.65
13257,3,1500,Khar,6.25
13264,2,1100,Deonar,3.32
13265,2,1080,Kurla,2.45
13266,2,1100,Deonar,2.4
13267,2,950,Chembur,2.3
13268,2,1150,Chembur,2.98
13269,2,900,Chembur,2.2
13270,3,1280,Deonar,3.55
13271,1,750,Santacruz East,1.5
13275,2,710,Chembur,1.6
13280,1,610,Chembur,1.48
13281,2,780,Chembur,1.9
13288,2,950,Kanjurmarg,2.05
13312,2,1150,Andheri West,3.25
13314,1,450,Andheri West,1.15
13315,3,1400,Andheri West,4.0
13316,3,1400,Andheri West,3.5
13317,1,545,Andheri West,1.41
13318,1,550,Andheri West,1.4
13319,3,1550,Andheri West,4.7
13320,2,875,Andheri East,2.4
13321,3,1850,Andheri West,6.0
13322,3,1400,Andheri West,4.0
13323,1,605,Andheri West,1.5
13330,3,1100,Deonar,2.61
13331,4,2100,Chembur,7.5
13336,3,1365,Ghatkopar West,2.8
13340,3,1750,Kandivali West,3.5
13362,3,1550,Mulund West,3.25
13363,3,1350,Mulund West,3.0
13366,1,550,Mulund West,1.1
13370,3,1550,Mulund West,3.25
13371,3,1350,Mulund West,3.0
13374,1,550,Mulund West,1.1
13386,2,600,Vikhroli,1.3
13391,2,600,Vikhroli,1.4
13392,2,600,Vikhroli,1.25
13395,1,500,Ghatkopar East,1.1
13397,2,800,Ghatkopar East,1.6
13400,2,656,Dahisar,1.46
13401,3,1106,Dahisar,2.41
13402,2,706,Dahisar,1.56
13403,2,798,Dahisar,1.76
13404,3,1208,Borivali East,3.38
13405,3,1076,Borivali East,3.01
13406,3,999,Borivali East,2.79
13407,3,1002,Borivali East,2.8
13408,3,1235,Borivali East,3.45
13409,3,1162,Borivali East,3.25
13410,3,1129,Borivali East,3.16
13411,2,889,Borivali East,2.48
13412,3,998,Borivali East,2.79
13413,2,738,Borivali East,1.54
13414,2,715,Borivali East,2.0
13415,2,773,Borivali East,1.62
13416,2,747,Borivali East,2.09
13417,2,761,Borivali East,1.59
13418,2,711,Borivali East,1.49
13419,2,809,Borivali East,1.69
13431,1,350,Ghatkopar West,0.74
13432,1,350,Ghatkopar West,0.75
13440,2,1050,Chembur,2.15
13441,1,550,Wadala,1.25
13442,2,800,Wadala,2.1
13443,3,900,Wadala,2.25
13448,1,525,Chembur,1.3
13451,2,600,Vikhroli,1.39
13453,2,1143,Ghatkopar West,2.35
13466,2,637,Thane West,1.4
13467,2,637,Thane West,1.4
13468,2,603,Thane West,1.33
13469,2,603,Thane West,1.33
13470,2,637,Thane West,1.4
13471,2,637,Thane West,1.4
13472,2,603,Thane West,1.33
13473,2,603,Thane West,1.33
13474,2,625,Thane West,1.38
13475,2,625,Thane West,1.38
13476,2,601,Thane West,1.32
13477,2,601,Thane West,1.32
13480,2,601,Thane West,1.32
13481,2,601,Thane West,1.32
13482,2,600,Thane West,1.32
13483,2,600,Thane West,1.32
13484,1,481,Lower Parel,1.77
13485,1,473,Lower Parel,1.75
13486,1,449,Lower Parel,1.66
13487,1,439,Lower Parel,1.62
13500,3,10893,Santacruz West,55.55
13501,3,1476,Santacruz West,7.52
13502,1,836,Santacruz West,4.26
13503,3,10893,Santacruz West,55.55
13504,3,10893,Santacruz West,55.55
13505,3,1476,Santacruz West,7.52
13506,3,1476,Santacruz West,7.52
13507,1,836,Santacruz West,4.26
13508,1,836,Santacruz West,4.26
13509,1,469,Thane West,0.938
13510,1,469,Thane West,0.938
13511,1,485,Thane West,0.97
13512,1,485,Thane West,0.97
13515,1,469,Thane West,0.938
13516,1,469,Thane West,0.938
13517,1,485,Thane West,0.97
13518,1,485,Thane West,0.97
13525,1,491,Thane West,0.982
13526,1,491,Thane West,0.982
13527,1,482,Thane West,0.9640000000000001
13528,1,482,Thane West,0.9640000000000001
13529,1,565,Thane West,1.13
13530,1,565,Thane West,1.13
13531,1,489,Thane West,0.978
13532,1,489,Thane West,0.978
13570,1,600,Vikhroli,1.71
13594,3,1650,Wadala,4.0
13595,2,900,Wadala,2.5
13596,3,1650,Wadala,3.5
13597,2,900,Wadala,1.9
13598,2,1200,Dadar West,4.77
13600,2,1250,Andheri West,2.75
13627,3,1160,Santacruz West,3.0
13628,3,1100,Jogeshwari East,3.99
13630,1,803,Agripada,2.25
13634,2,1150,Deonar,3.05
13635,3,950,Deonar,2.85
13636,2,660,Chembur,1.68
13637,3,1400,Ghatkopar East,2.87
13638,3,1900,Mulund West,3.83
13665,1,580,Parel,1.37
13674,2,900,Kandivali East,1.8
13680,3,1600,Dadar West,5.84
13683,3,1050,Mulund West,2.7
13684,2,1100,Santacruz East,2.75
13686,3,1250,Kanjurmarg,3.25
13727,3,980,Andheri East,2.8
13728,3,1300,Kandivali East,3.65
13732,3,1140,Thane West,2.9
13736,2,750,Chembur,1.68
13750,1,684,Agripada,1.7
13767,1,400,Vikhroli,0.88
13773,1,600,Ghatkopar East,1.3
13775,1,400,Vikhroli,0.8
13778,2,850,Chembur,2.0
13796,3,1300,Ghatkopar West,2.75
13810,3,1093,Bandra East,4.91
13811,3,1093,Bandra East,4.91
13812,1,550,Bandra East,2.47
13813,1,550,Bandra East,2.47
13814,3,1096,Bandra East,4.93
13815,3,1096,Bandra East,4.93
13816,3,1093,Bandra East,4.91
13817,3,1093,Bandra East,4.91
13818,1,550,Bandra East,2.47
13819,1,550,Bandra East,2.47
13820,3,1096,Bandra East,4.93
13821,3,1096,Bandra East,4.93
13822,3,945,Bandra East,4.25
13823,3,945,Bandra East,4.25
13824,3,996,Bandra East,4.48
13825,3,996,Bandra East,4.48
13836,3,1447,Mahalaxmi,3.96
13872,2,741,Borivali East,1.62
13927,1,450,Vikhroli,1.1
13933,2,1000,Mulund West,2.05
13934,1,536,Mulund West,1.15
13940,2,650,Ghatkopar East,1.9
13942,2,707,Ghatkopar East,2.16
13943,3,983,Ghatkopar East,3.18
13944,3,1056,Ghatkopar East,2.74
13945,1,481,Bhandup West,0.9840000000000001
13946,2,623,Bhandup West,1.28
13947,3,931,Thane West,2.4
13951,2,710,Mulund East,1.9
13952,2,750,Mulund East,1.99
13953,3,977,Mulund East,2.6
13954,3,1146,Mulund East,3.1
13955,2,670,Thane West,1.58
13958,1,359,Thane West,0.972
13959,1,504,Thane West,1.44
13960,4,2640,Lower Parel,11.0
13967,2,1086,Mazagaon,3.5
13968,3,2582,Byculla,7.45
13969,2,1293,Byculla,3.91
13971,3,1300,Chembur,3.5
13972,3,1750,Kandivali West,3.5
13974,2,1039,Malad West,2.25
13993,2,950,Lower Parel,2.8
13994,3,1300,Chembur,4.5
13995,3,1300,Worli,5.5
13996,3,1650,Santacruz West,8.99
13997,3,980,Juhu,3.82
13998,4,2200,Kharghar,9.0
13999,3,1150,Kharghar,4.0
14000,2,910,Andheri West,2.65
14003,1,545,Agripada,1.6
14004,2,1250,Parel,2.6
14005,3,1710,Byculla,4.5
14006,2,1395,Byculla,3.49
14007,3,1867,Byculla,4.89
14008,2,1795,Byculla,5.75
14028,1,420,Santacruz East,1.05
14037,1,866,Byculla,1.75
14040,3,1617,Mazagaon,5.25
14060,2,1230,Byculla,3.5
14062,3,1617,Mazagaon,5.25
14067,2,1250,Powai,3.6
14071,3,1500,Powai,3.05
14073,1,538,Vikhroli,1.1
14078,4,2977,Colaba,23.81
14134,3,2803,Byculla,7.74
14151,3,1315,Wadala,3.2
14153,3,2000,Bandra West,25.0
14155,3,1280,Chembur,2.9
14171,3,1300,Kandivali West,2.9
14180,2,900,Deonar,2.3
14181,2,850,Deonar,1.86
14182,3,1850,Chembur,4.0
14183,2,950,Chembur,2.1
14184,2,950,Chembur,2.6
14185,1,610,Wadala,1.82
14186,1,710,Wadala,1.75
14200,2,1050,Deonar,2.38
14233,3,2145,other,5.0
14234,2,750,Byculla,3.25
14235,1,594,Malad West,1.75
14236,2,1424,Dahisar,3.0
14237,1,550,Byculla,1.35
14238,3,2062,Mazagaon,5.1
14240,3,1720,Napeansea Road,7.0
14260,4,2800,Chembur,9.0
14269,2,900,Kandivali East,1.9
14282,4,2100,Deonar,5.75
14323,2,1650,Agripada,3.5
14366,1,440,Chembur,0.935
14367,1,650,Powai,1.5
14370,1,555,other,2.0
14393,1,640,Vikhroli,1.7
14407,2,800,Chembur,1.85
14422,1,623,Chembur,1.27
14428,1,662,Mazagaon,2.0
14429,4,3285,Wadala,7.72
14439,3,1610,Chembur,4.5
14442,6,6500,Lower Parel,23.0
14459,1,620,Deonar,1.29
14461,3,1315,Wadala,2.85
14468,1,400,Malad West,0.85
14469,2,1020,Andheri West,2.05
14470,2,806,Andheri West,1.8
14471,2,812,Andheri West,1.7
14475,2,865,Lower Parel,2.25
14477,1,684,Parel,1.45
14481,1,590,Vikhroli,1.65
14506,4,4000,Chembur,8.25
14507,2,1150,Chembur,2.55
14508,2,1034,Chembur,2.57
14557,2,1190,Malad West,2.4
14559,2,840,Malad West,1.9
14563,4,2800,Thane West,5.75
14565,2,810,Kanjurmarg,2.0
14567,2,895,Kanjurmarg,2.0
14569,2,820,Kanjurmarg,1.64
14571,1,590,Kanjurmarg,1.2
14572,2,790,Kanjurmarg,1.69
14574,1,610,Kanjurmarg,1.22
14576,1,595,Kanjurmarg,1.2
14578,2,895,Kanjurmarg,1.96
14579,1,595,Kanjurmarg,1.2
14580,1,595,Kanjurmarg,1.19
14581,2,871,Kanjurmarg,1.98
14709,4,3000,Chembur,11.0
14717,3,1850,Agripada,8.5
14767,2,751,Wadala,1.52
14793,2,987,Wadala,2.59
14806,2,1050,Malad West,2.45
14809,3,1093,Wadala,2.25
14810,2,1019,Wadala,2.15
14833,2,1036,Chembur,2.15
14835,4,1890,Chembur,5.25
14836,2,1130,Chembur,2.64
14848,7,12400,Prabhadevi,35.0
14849,3,1000,Borivali West,2.27
14862,3,1330,Wadala,4.5
14863,3,1350,Ghatkopar East,5.0
14864,2,858,Ghatkopar East,1.92
14865,2,949,Ghatkopar East,2.5
14866,2,1046,Ghatkopar West,2.75
14868,3,1612,Juhu,8.06
14869,2,800,Ghatkopar East,1.67
14870,2,730,Ghatkopar East,1.49
14871,2,630,Ghatkopar East,1.37
14872,2,865,Ghatkopar East,1.8
14873,3,1288,Ghatkopar East,2.68
14874,2,862,Ghatkopar West,1.87
14875,1,535,Ghatkopar East,1.15
14877,3,1576,Ghatkopar West,4.25
14878,3,1190,Ghatkopar West,2.75
14879,2,816,Ghatkopar East,1.69
14881,3,1235,Ghatkopar East,2.56
14882,2,960,Ghatkopar East,1.99
14883,2,760,Ghatkopar East,1.58
14885,2,845,Ghatkopar East,1.75
14887,1,535,Ghatkopar East,1.3
14888,2,814,Ghatkopar East,1.96
14889,2,748,Ghatkopar East,1.71
14890,3,1576,Ghatkopar West,4.25
14891,3,1235,Ghatkopar East,3.25
14893,2,814,Ghatkopar East,1.9
14901,4,1950,Ghatkopar East,8.0
14902,2,835,Ghatkopar East,2.61
14903,2,871,Ghatkopar East,1.95
14904,3,1235,Ghatkopar East,3.25
14906,2,814,Ghatkopar East,1.9
14914,4,1950,Ghatkopar East,8.0
14915,3,1120,Ghatkopar East,2.49
14917,3,1010,Ghatkopar East,2.1
14934,5,2500,Thane West,6.0
14935,4,3285,Wadala,8.0
14984,3,1900,Thane West,5.25
14986,3,2738,Dadar East,6.67
14990,4,3507,Dadar East,9.46
14991,1,402,Kandivali East,0.9447
14992,1,402,Kandivali East,0.9447
14993,1,549,Kandivali East,1.29
14994,1,549,Kandivali East,1.29
14995,1,407,Kandivali East,0.9564
14996,1,407,Kandivali East,0.9564
15017,2,980,Chembur,2.1
15034,2,720,Bandra West,1.68
15037,2,1179,Agripada,2.75
15067,3,1775,Bandra Kurla Complex,6.5
15068,3,1406,Bandra Kurla Complex,5.5
15069,3,1151,Bandra Kurla Complex,4.3
15070,3,1200,Powai,3.65
15071,3,1230,Bandra Kurla Complex,4.5
15072,3,1420,Powai,3.96
15073,4,2065,Powai,6.5
15074,3,1330,Powai,3.71
15075,2,820,Powai,2.33
15076,1,476,Powai,1.28
15180,3,1470,Chembur,3.75
15182,2,1100,Malad West,2.3
15184,2,1050,Andheri West,2.15
15233,2,675,Kandivali East,1.6
15236,2,986,Malad East,2.1
15237,2,800,Borivali East,1.95
15238,2,750,Kandivali East,1.8
15252,1,381,Thane East,0.8101999999999999
15269,2,820,Borivali East,1.71
15273,2,780,Kanjurmarg,1.7
15274,2,895,Kanjurmarg,1.96
15275,2,895,Kanjurmarg,1.97
15276,2,795,Kanjurmarg,1.65
15277,2,795,Kanjurmarg,1.75
15278,2,810,Kanjurmarg,1.68
15279,3,1020,Kanjurmarg,2.55
15280,2,610,Kanjurmarg,1.25
15281,2,810,Kanjurmarg,1.63
15282,2,820,Kanjurmarg,1.65
15284,2,790,Kanjurmarg,1.68
15286,2,895,Kanjurmarg,2.05
15305,5,6700,Lower Parel,33.0
15306,3,3498,Worli,7.75
15313,4,2200,Kandivali East,4.5
15343,2,758,Mulund West,1.64
15352,3,1310,Mulund West,3.6
15353,3,1260,Mulund West,3.1
15358,1,530,Andheri East,1.42
15359,2,947,Andheri East,2.4
15360,3,1140,Andheri East,2.88
15361,3,1200,Andheri East,3.21
15389,2,640,Jogeshwari West,1.88
15390,2,660,Jogeshwari West,1.96
15391,2,650,Jogeshwari West,1.91
15392,2,670,Jogeshwari West,1.99
15395,2,960,Wadala,2.14
15401,2,917,Powai,2.61
15417,1,417,Kandivali West,0.87
15418,2,608,Kandivali West,1.46
15419,1,457,Kandivali West,0.96
15421,1,525,Kandivali West,1.18
15422,2,652,Kandivali West,1.6
15427,5,3350,Seawoods,7.5
15428,3,1169,Chembur,3.25
15429,2,751,Chembur,1.85
15430,2,786,Wadala,1.7
15437,3,1257,Goregaon West,2.68
15438,2,869,Goregaon West,1.91
15441,2,1200,Vikhroli,3.86
15442,4,2250,Vikhroli,9.4
15443,4,3300,Vikhroli,10.11
15444,1,555,Powai,1.57
15445,1,555,Powai,1.43
15446,2,999,Powai,3.99
15447,2,999,Powai,3.25
15448,2,999,Powai,3.41
15456,3,1057,Wadala,2.4
15467,3,1200,Mulund West,2.73
15470,3,1728,Mulund West,3.8
15479,1,750,Vikhroli,1.99
15480,3,1018,Mulund West,3.12
15481,1,699,Vikhroli,1.98
15482,2,1200,Vikhroli,3.88
15483,4,2780,Vikhroli,10.2
15484,1,600,Kandivali East,1.35
15487,2,855,Chembur,2.4
15492,4,2196,Kandivali East,4.9
15495,3,1215,Borivali East,3.05
15496,2,956,Borivali West,2.05
15497,3,1390,Borivali West,3.03
15503,3,1702,Agripada,4.5
15511,4,2070,Kanjurmarg,5.26
15514,4,2070,Kanjurmarg,5.26
15528,2,798,Kanjurmarg,1.62
15544,1,381,Thane East,0.8099
15548,2,800,Borivali East,2.45
15550,2,782,Borivali East,1.65
15552,2,775,Borivali East,1.55
15554,2,986,Malad East,2.23
15557,1,543,Chembur,1.22
15561,2,775,Borivali East,1.55
15563,2,986,Malad East,2.23
15613,5,6500,Prabhadevi,26.0
15615,2,630,Borivali East,1.55
15617,2,630,Borivali East,1.55
15618,5,6500,Prabhadevi,26.0
15619,3,1540,Chembur,4.0
15635,2,980,Goregaon East,1.98
15648,2,890,Kanjurmarg,1.98
15649,3,1085,Kanjurmarg,2.65
15723,3,1863,Chembur,3.95
15724,3,2402,Deonar,5.53
15725,2,955,Chembur,1.95
15726,3,1238,Malad East,3.46
15727,3,1173,Malad East,3.28
15728,3,933,Malad East,2.61
15730,3,935,Malad East,2.61
15731,2,940,Malad East,2.63
15733,3,926,Malad East,2.59
15734,3,1223,Malad East,3.42
15735,4,1312,Malad East,3.67
15736,3,930,Malad East,2.6
15739,2,864,Malad East,2.42
15740,3,1277,Malad East,3.57
15741,2,918,Malad East,2.57
15742,2,884,Malad East,2.47
15743,3,1286,Malad East,3.6
15744,4,1322,Malad East,3.7
15745,3,1219,Malad East,3.41
15746,3,1190,Malad East,3.33
15747,2,846,Malad East,2.36
15757,3,1535,Kandivali East,3.1
15773,2,1050,Borivali West,2.25
15774,2,900,Borivali West,2.6
15775,2,936,Borivali West,2.75
15800,5,6700,Lower Parel,34.0
15801,2,780,Chembur,2.2
15816,3,1120,Wadala,3.0
15865,2,911,Chembur,2.15
15871,3,1205,Kandivali West,4.6
15878,2,887,Goregaon East,2.1
15879,2,783,Goregaon East,1.87
15880,1,609,Goregaon East,1.48
15881,3,980,Borivali West,2.3
15882,3,1280,Kandivali West,2.6
15888,4,2310,Sion,7.7
15962,3,902,Goregaon West,2.56
15963,2,645,Goregaon West,1.95
15964,2,1739,Byculla,4.11
15965,2,918,Goregaon East,2.2
15967,2,800,Borivali East,1.7
15972,1,600,Vikhroli,1.67
15989,2,1225,Sion,4.5
15990,3,2940,Tardeo,22.0
15991,3,1700,Andheri West,4.8
15993,4,1850,Jogeshwari East,5.99
15994,3,901,Thane West,1.82
15995,3,901,Thane West,1.82
15996,3,901,Thane West,1.82
15997,3,901,Thane West,1.82
16002,2,618,Thane West,1.48
16003,2,618,Thane West,1.48
16004,2,618,Thane West,1.48
16005,2,618,Thane West,1.48
16008,3,981,Thane West,2.35
16009,3,981,Thane West,2.35
16010,2,618,Thane West,1.48
16011,2,618,Thane West,1.48
16012,2,618,Thane West,1.48
16015,3,981,Thane West,2.35
16016,3,981,Thane West,2.35
16078,1,446,Thane West,1.08
16080,1,446,Thane West,1.08
16083,1,446,Thane West,1.08
16088,1,361,Thane West,0.78
16089,1,361,Thane West,0.78
16090,3,1224,Thane West,2.69
16091,3,1224,Thane West,2.69
16123,3,938,Thane West,2.29
16124,3,938,Thane West,2.29
16125,3,938,Thane West,2.29
16126,3,938,Thane West,2.29
16127,4,1396,Thane West,3.49
16128,4,1396,Thane West,3.49
16129,4,1983,Thane West,4.95
16130,2,646,Thane West,1.49
16131,2,646,Thane West,1.49
16136,3,1540,Wadala,3.5
16137,4,2382,Worli,9.6
16138,3,1887,Worli,7.9
16139,4,2136,Worli,8.9
16140,3,1675,Worli,6.8
16142,3,900,Chembur,1.85
16205,3,1750,Chembur,4.15
16206,2,1270,Agripada,3.5
16207,3,2060,Agripada,4.75
16399,2,825,Bandra East,2.5
16401,2,1271,Lower Parel,4.15
16402,3,1586,Parel,4.9
16403,3,1980,Chembur,4.1
16404,3,1950,Chembur,5.15
16405,2,1050,Chembur,2.4
16415,5,4195,Powai,16.5
16416,4,3000,Powai,16.0
16417,2,1260,Powai,3.1
16418,2,1050,Powai,2.7
16425,4,2264,Thane West,5.2
16428,2,1243,Powai,2.55
16429,3,1700,Thane West,5.5
16430,4,3520,Powai,9.5
16433,2,810,Thane West,2.07
16434,1,585,Powai,1.3
16435,4,2790,Powai,9.5
16438,3,1540,Thane West,3.75
16439,3,2125,Powai,8.75
16440,2,733,Powai,1.75
16441,2,800,Powai,1.9
16442,2,866,Powai,2.25
16444,4,2338,Vikhroli,9.8
16450,4,2415,Thane West,5.1
16517,3,2100,Mahalaxmi,7.25
16519,4,3100,Deonar,7.9
16526,2,600,Bhandup West,1.48
16527,2,600,Bhandup West,1.48
16528,2,600,Bhandup West,1.48
16529,3,1086,Nahur East,2.31
16530,3,1086,Nahur East,2.31
16531,3,1086,Nahur East,2.31
16532,3,1086,Nahur East,2.31
16533,2,828,Nahur East,1.7
16534,2,828,Nahur East,1.7
16535,2,834,Nahur East,1.72
16536,2,834,Nahur East,1.72
16537,3,1162,Nahur East,2.76
16538,3,1162,Nahur East,2.76
16539,2,844,Nahur East,1.85
16540,2,844,Nahur East,1.85
16541,2,838,Nahur East,1.75
16542,2,838,Nahur East,1.75
16543,3,1086,Nahur East,2.31
16544,3,1086,Nahur East,2.31
16545,2,828,Nahur East,1.7
16546,2,828,Nahur East,1.7
16547,2,834,Nahur East,1.72
16548,2,834,Nahur East,1.72
16549,3,1162,Nahur East,2.76
16550,3,1162,Nahur East,2.76
16551,2,844,Nahur East,1.85
16552,2,844,Nahur East,1.85
16553,2,838,Nahur East,1.75
16554,2,838,Nahur East,1.75
16556,1,401,Kanjurmarg,1.19
16558,2,643,Mulund West,1.49
16559,2,643,Mulund West,1.49
16560,3,981,Mulund West,2.25
16561,3,981,Mulund West,2.25
16562,2,643,Mulund West,1.49
16563,2,643,Mulund West,1.49
16564,3,981,Mulund West,2.25
16565,3,981,Mulund West,2.25
16566,2,630,Bhandup West,1.36
16567,3,1030,Bhandup West,2.21
16568,2,660,Bhandup West,1.35
16569,2,660,Bhandup West,1.35
16570,2,623,Bhandup West,1.27
16571,2,623,Bhandup West,1.27
16572,2,660,Bhandup West,1.35
16573,2,660,Bhandup West,1.35
16574,2,623,Bhandup West,1.27
16575,2,623,Bhandup West,1.27
16576,2,718,Mulund West,1.85
16577,2,718,Mulund West,1.85
16578,2,718,Mulund West,1.85
16579,3,955,Kanjurmarg,3.29
16580,2,718,Mulund West,1.85
16581,2,774,Mulund West,2.0
16582,2,774,Mulund West,2.0
16583,3,1081,Kanjurmarg,3.72
16584,3,1300,Mulund West,3.35
16585,3,1300,Mulund West,3.35
16586,2,626,Kanjurmarg,1.77
16588,1,535,Kanjurmarg,1.52
16589,1,509,Kanjurmarg,1.44
16590,2,616,Kanjurmarg,1.74
16594,2,1021,Lower Parel,2.68
16607,2,1015,Chembur,2.15
